Source,Target,Type,Pokemon Type 
BeedrillMega Beedrill,Dragalge,Undirected,Poison
Ekans,Arbok,Undirected,Poison
Ekans,Nidoran♀,Undirected,Poison
Ekans,Nidorina,Undirected,Poison
Ekans,Nidoqueen,Undirected,Poison
Ekans,Nidoran♂,Undirected,Poison
Ekans,Nidorino,Undirected,Poison
Ekans,Nidoking,Undirected,Poison
Ekans,Zubat,Undirected,Poison
Ekans,Golbat,Undirected,Poison
Ekans,Oddish,Undirected,Poison
Ekans,Gloom,Undirected,Poison
Ekans,Vileplume,Undirected,Poison
Ekans,Venonat,Undirected,Poison
Ekans,Venomoth,Undirected,Poison
Ekans,Bellsprout,Undirected,Poison
Ekans,Weepinbell,Undirected,Poison
Ekans,Victreebel,Undirected,Poison
Ekans,Tentacool,Undirected,Poison
Ekans,Tentacruel,Undirected,Poison
Ekans,Grimer,Undirected,Poison
Ekans,Muk,Undirected,Poison
Ekans,Gastly,Undirected,Poison
Ekans,Haunter,Undirected,Poison
Ekans,Gengar,Undirected,Poison
Ekans,GengarMega Gengar,Undirected,Poison
Ekans,Koffing,Undirected,Poison
Ekans,Weezing,Undirected,Poison
Ekans,Spinarak,Undirected,Poison
Ekans,Ariados,Undirected,Poison
Ekans,Crobat,Undirected,Poison
Ekans,Qwilfish,Undirected,Poison
Ekans,Dustox,Undirected,Poison
Ekans,Roselia,Undirected,Poison
Ekans,Gulpin,Undirected,Poison
Ekans,Swalot,Undirected,Poison
Ekans,Seviper,Undirected,Poison
Ekans,Budew,Undirected,Poison
Ekans,Roserade,Undirected,Poison
Ekans,Stunky,Undirected,Poison
Ekans,Skuntank,Undirected,Poison
Ekans,Skorupi,Undirected,Poison
Ekans,Drapion,Undirected,Poison
Ekans,Croagunk,Undirected,Poison
Ekans,Toxicroak,Undirected,Poison
Ekans,Venipede,Undirected,Poison
Ekans,Whirlipede,Undirected,Poison
Ekans,Scolipede,Undirected,Poison
Ekans,Trubbish,Undirected,Poison
Ekans,Garbodor,Undirected,Poison
Ekans,Foongus,Undirected,Poison
Ekans,Amoonguss,Undirected,Poison
Ekans,Skrelp,Undirected,Poison
Ekans,Dragalge,Undirected,Poison
Arbok,Nidoran♀,Undirected,Poison
Arbok,Nidorina,Undirected,Poison
Arbok,Nidoqueen,Undirected,Poison
Arbok,Nidoran♂,Undirected,Poison
Arbok,Nidorino,Undirected,Poison
Arbok,Nidoking,Undirected,Poison
Arbok,Zubat,Undirected,Poison
Arbok,Golbat,Undirected,Poison
Arbok,Oddish,Undirected,Poison
Arbok,Gloom,Undirected,Poison
Arbok,Vileplume,Undirected,Poison
Arbok,Venonat,Undirected,Poison
Arbok,Venomoth,Undirected,Poison
Arbok,Bellsprout,Undirected,Poison
Arbok,Weepinbell,Undirected,Poison
Arbok,Victreebel,Undirected,Poison
Arbok,Tentacool,Undirected,Poison
Arbok,Tentacruel,Undirected,Poison
Arbok,Grimer,Undirected,Poison
Arbok,Muk,Undirected,Poison
Arbok,Gastly,Undirected,Poison
Arbok,Haunter,Undirected,Poison
Arbok,Gengar,Undirected,Poison
Arbok,GengarMega Gengar,Undirected,Poison
Arbok,Koffing,Undirected,Poison
Arbok,Weezing,Undirected,Poison
Arbok,Spinarak,Undirected,Poison
Arbok,Ariados,Undirected,Poison
Arbok,Crobat,Undirected,Poison
Arbok,Qwilfish,Undirected,Poison
Arbok,Dustox,Undirected,Poison
Arbok,Roselia,Undirected,Poison
Arbok,Gulpin,Undirected,Poison
Arbok,Swalot,Undirected,Poison
Arbok,Seviper,Undirected,Poison
Arbok,Budew,Undirected,Poison
Arbok,Roserade,Undirected,Poison
Arbok,Stunky,Undirected,Poison
Arbok,Skuntank,Undirected,Poison
Arbok,Skorupi,Undirected,Poison
Arbok,Drapion,Undirected,Poison
Arbok,Croagunk,Undirected,Poison
Arbok,Toxicroak,Undirected,Poison
Arbok,Venipede,Undirected,Poison
Arbok,Whirlipede,Undirected,Poison
Arbok,Scolipede,Undirected,Poison
Arbok,Trubbish,Undirected,Poison
Arbok,Garbodor,Undirected,Poison
Arbok,Foongus,Undirected,Poison
Arbok,Amoonguss,Undirected,Poison
Arbok,Skrelp,Undirected,Poison
Arbok,Dragalge,Undirected,Poison
Nidoran♀,Nidorina,Undirected,Poison
Nidoran♀,Nidoqueen,Undirected,Poison
Nidoran♀,Nidoran♂,Undirected,Poison
Nidoran♀,Nidorino,Undirected,Poison
Nidoran♀,Nidoking,Undirected,Poison
Nidoran♀,Zubat,Undirected,Poison
Nidoran♀,Golbat,Undirected,Poison
Nidoran♀,Oddish,Undirected,Poison
Nidoran♀,Gloom,Undirected,Poison
Nidoran♀,Vileplume,Undirected,Poison
Nidoran♀,Venonat,Undirected,Poison
Nidoran♀,Venomoth,Undirected,Poison
Nidoran♀,Bellsprout,Undirected,Poison
Nidoran♀,Weepinbell,Undirected,Poison
Nidoran♀,Victreebel,Undirected,Poison
Nidoran♀,Tentacool,Undirected,Poison
Nidoran♀,Tentacruel,Undirected,Poison
Nidoran♀,Grimer,Undirected,Poison
Nidoran♀,Muk,Undirected,Poison
Nidoran♀,Gastly,Undirected,Poison
Nidoran♀,Haunter,Undirected,Poison
Nidoran♀,Gengar,Undirected,Poison
Nidoran♀,GengarMega Gengar,Undirected,Poison
Nidoran♀,Koffing,Undirected,Poison
Nidoran♀,Weezing,Undirected,Poison
Nidoran♀,Spinarak,Undirected,Poison
Nidoran♀,Ariados,Undirected,Poison
Nidoran♀,Crobat,Undirected,Poison
Nidoran♀,Qwilfish,Undirected,Poison
Nidoran♀,Dustox,Undirected,Poison
Nidoran♀,Roselia,Undirected,Poison
Nidoran♀,Gulpin,Undirected,Poison
Nidoran♀,Swalot,Undirected,Poison
Nidoran♀,Seviper,Undirected,Poison
Nidoran♀,Budew,Undirected,Poison
Nidoran♀,Roserade,Undirected,Poison
Nidoran♀,Stunky,Undirected,Poison
Nidoran♀,Skuntank,Undirected,Poison
Nidoran♀,Skorupi,Undirected,Poison
Nidoran♀,Drapion,Undirected,Poison
Nidoran♀,Croagunk,Undirected,Poison
Nidoran♀,Toxicroak,Undirected,Poison
Nidoran♀,Venipede,Undirected,Poison
Nidoran♀,Whirlipede,Undirected,Poison
Nidoran♀,Scolipede,Undirected,Poison
Nidoran♀,Trubbish,Undirected,Poison
Nidoran♀,Garbodor,Undirected,Poison
Nidoran♀,Foongus,Undirected,Poison
Nidoran♀,Amoonguss,Undirected,Poison
Nidoran♀,Skrelp,Undirected,Poison
Nidoran♀,Dragalge,Undirected,Poison
Nidorina,Nidoqueen,Undirected,Poison
Nidorina,Nidoran♂,Undirected,Poison
Nidorina,Nidorino,Undirected,Poison
Nidorina,Nidoking,Undirected,Poison
Nidorina,Zubat,Undirected,Poison
Nidorina,Golbat,Undirected,Poison
Nidorina,Oddish,Undirected,Poison
Nidorina,Gloom,Undirected,Poison
Nidorina,Vileplume,Undirected,Poison
Nidorina,Venonat,Undirected,Poison
Nidorina,Venomoth,Undirected,Poison
Nidorina,Bellsprout,Undirected,Poison
Nidorina,Weepinbell,Undirected,Poison
Nidorina,Victreebel,Undirected,Poison
Nidorina,Tentacool,Undirected,Poison
Nidorina,Tentacruel,Undirected,Poison
Nidorina,Grimer,Undirected,Poison
Nidorina,Muk,Undirected,Poison
Nidorina,Gastly,Undirected,Poison
Nidorina,Haunter,Undirected,Poison
Nidorina,Gengar,Undirected,Poison
Nidorina,GengarMega Gengar,Undirected,Poison
Nidorina,Koffing,Undirected,Poison
Nidorina,Weezing,Undirected,Poison
Nidorina,Spinarak,Undirected,Poison
Nidorina,Ariados,Undirected,Poison
Nidorina,Crobat,Undirected,Poison
Nidorina,Qwilfish,Undirected,Poison
Nidorina,Dustox,Undirected,Poison
Nidorina,Roselia,Undirected,Poison
Nidorina,Gulpin,Undirected,Poison
Nidorina,Swalot,Undirected,Poison
Nidorina,Seviper,Undirected,Poison
Nidorina,Budew,Undirected,Poison
Nidorina,Roserade,Undirected,Poison
Nidorina,Stunky,Undirected,Poison
Nidorina,Skuntank,Undirected,Poison
Nidorina,Skorupi,Undirected,Poison
Nidorina,Drapion,Undirected,Poison
Nidorina,Croagunk,Undirected,Poison
Nidorina,Toxicroak,Undirected,Poison
Nidorina,Venipede,Undirected,Poison
Nidorina,Whirlipede,Undirected,Poison
Nidorina,Scolipede,Undirected,Poison
Nidorina,Trubbish,Undirected,Poison
Nidorina,Garbodor,Undirected,Poison
Nidorina,Foongus,Undirected,Poison
Nidorina,Amoonguss,Undirected,Poison
Nidorina,Skrelp,Undirected,Poison
Nidorina,Dragalge,Undirected,Poison
Nidoqueen,Nidoran♂,Undirected,Poison
Nidoqueen,Nidorino,Undirected,Poison
Nidoqueen,Nidoking,Undirected,Poison
Nidoqueen,Zubat,Undirected,Poison
Nidoqueen,Golbat,Undirected,Poison
Nidoqueen,Oddish,Undirected,Poison
Nidoqueen,Gloom,Undirected,Poison
Nidoqueen,Vileplume,Undirected,Poison
Nidoqueen,Venonat,Undirected,Poison
Nidoqueen,Venomoth,Undirected,Poison
Nidoqueen,Bellsprout,Undirected,Poison
Nidoqueen,Weepinbell,Undirected,Poison
Nidoqueen,Victreebel,Undirected,Poison
Nidoqueen,Tentacool,Undirected,Poison
Nidoqueen,Tentacruel,Undirected,Poison
Nidoqueen,Grimer,Undirected,Poison
Nidoqueen,Muk,Undirected,Poison
Nidoqueen,Gastly,Undirected,Poison
Nidoqueen,Haunter,Undirected,Poison
Nidoqueen,Gengar,Undirected,Poison
Nidoqueen,GengarMega Gengar,Undirected,Poison
Nidoqueen,Koffing,Undirected,Poison
Nidoqueen,Weezing,Undirected,Poison
Nidoqueen,Spinarak,Undirected,Poison
Nidoqueen,Ariados,Undirected,Poison
Nidoqueen,Crobat,Undirected,Poison
Nidoqueen,Qwilfish,Undirected,Poison
Nidoqueen,Dustox,Undirected,Poison
Nidoqueen,Roselia,Undirected,Poison
Nidoqueen,Gulpin,Undirected,Poison
Nidoqueen,Swalot,Undirected,Poison
Nidoqueen,Seviper,Undirected,Poison
Nidoqueen,Budew,Undirected,Poison
Nidoqueen,Roserade,Undirected,Poison
Nidoqueen,Stunky,Undirected,Poison
Nidoqueen,Skuntank,Undirected,Poison
Nidoqueen,Skorupi,Undirected,Poison
Nidoqueen,Drapion,Undirected,Poison
Nidoqueen,Croagunk,Undirected,Poison
Nidoqueen,Toxicroak,Undirected,Poison
Nidoqueen,Venipede,Undirected,Poison
Nidoqueen,Whirlipede,Undirected,Poison
Nidoqueen,Scolipede,Undirected,Poison
Nidoqueen,Trubbish,Undirected,Poison
Nidoqueen,Garbodor,Undirected,Poison
Nidoqueen,Foongus,Undirected,Poison
Nidoqueen,Amoonguss,Undirected,Poison
Nidoqueen,Skrelp,Undirected,Poison
Nidoqueen,Dragalge,Undirected,Poison
Nidoran♂,Nidorino,Undirected,Poison
Nidoran♂,Nidoking,Undirected,Poison
Nidoran♂,Zubat,Undirected,Poison
Nidoran♂,Golbat,Undirected,Poison
Nidoran♂,Oddish,Undirected,Poison
Nidoran♂,Gloom,Undirected,Poison
Nidoran♂,Vileplume,Undirected,Poison
Nidoran♂,Venonat,Undirected,Poison
Nidoran♂,Venomoth,Undirected,Poison
Nidoran♂,Bellsprout,Undirected,Poison
Nidoran♂,Weepinbell,Undirected,Poison
Nidoran♂,Victreebel,Undirected,Poison
Nidoran♂,Tentacool,Undirected,Poison
Nidoran♂,Tentacruel,Undirected,Poison
Nidoran♂,Grimer,Undirected,Poison
Nidoran♂,Muk,Undirected,Poison
Nidoran♂,Gastly,Undirected,Poison
Nidoran♂,Haunter,Undirected,Poison
Nidoran♂,Gengar,Undirected,Poison
Nidoran♂,GengarMega Gengar,Undirected,Poison
Nidoran♂,Koffing,Undirected,Poison
Nidoran♂,Weezing,Undirected,Poison
Nidoran♂,Spinarak,Undirected,Poison
Nidoran♂,Ariados,Undirected,Poison
Nidoran♂,Crobat,Undirected,Poison
Nidoran♂,Qwilfish,Undirected,Poison
Nidoran♂,Dustox,Undirected,Poison
Nidoran♂,Roselia,Undirected,Poison
Nidoran♂,Gulpin,Undirected,Poison
Nidoran♂,Swalot,Undirected,Poison
Nidoran♂,Seviper,Undirected,Poison
Nidoran♂,Budew,Undirected,Poison
Nidoran♂,Roserade,Undirected,Poison
Nidoran♂,Stunky,Undirected,Poison
Nidoran♂,Skuntank,Undirected,Poison
Nidoran♂,Skorupi,Undirected,Poison
Nidoran♂,Drapion,Undirected,Poison
Nidoran♂,Croagunk,Undirected,Poison
Nidoran♂,Toxicroak,Undirected,Poison
Nidoran♂,Venipede,Undirected,Poison
Nidoran♂,Whirlipede,Undirected,Poison
Nidoran♂,Scolipede,Undirected,Poison
Nidoran♂,Trubbish,Undirected,Poison
Nidoran♂,Garbodor,Undirected,Poison
Nidoran♂,Foongus,Undirected,Poison
Nidoran♂,Amoonguss,Undirected,Poison
Nidoran♂,Skrelp,Undirected,Poison
Nidoran♂,Dragalge,Undirected,Poison
Nidorino,Nidoking,Undirected,Poison
Nidorino,Zubat,Undirected,Poison
Nidorino,Golbat,Undirected,Poison
Nidorino,Oddish,Undirected,Poison
Nidorino,Gloom,Undirected,Poison
Nidorino,Vileplume,Undirected,Poison
Nidorino,Venonat,Undirected,Poison
Nidorino,Venomoth,Undirected,Poison
Nidorino,Bellsprout,Undirected,Poison
Nidorino,Weepinbell,Undirected,Poison
Nidorino,Victreebel,Undirected,Poison
Nidorino,Tentacool,Undirected,Poison
Nidorino,Tentacruel,Undirected,Poison
Nidorino,Grimer,Undirected,Poison
Nidorino,Muk,Undirected,Poison
Nidorino,Gastly,Undirected,Poison
Nidorino,Haunter,Undirected,Poison
Nidorino,Gengar,Undirected,Poison
Nidorino,GengarMega Gengar,Undirected,Poison
Nidorino,Koffing,Undirected,Poison
Nidorino,Weezing,Undirected,Poison
Nidorino,Spinarak,Undirected,Poison
Nidorino,Ariados,Undirected,Poison
Nidorino,Crobat,Undirected,Poison
Nidorino,Qwilfish,Undirected,Poison
Nidorino,Dustox,Undirected,Poison
Nidorino,Roselia,Undirected,Poison
Nidorino,Gulpin,Undirected,Poison
Nidorino,Swalot,Undirected,Poison
Nidorino,Seviper,Undirected,Poison
Nidorino,Budew,Undirected,Poison
Nidorino,Roserade,Undirected,Poison
Nidorino,Stunky,Undirected,Poison
Nidorino,Skuntank,Undirected,Poison
Nidorino,Skorupi,Undirected,Poison
Nidorino,Drapion,Undirected,Poison
Nidorino,Croagunk,Undirected,Poison
Nidorino,Toxicroak,Undirected,Poison
Nidorino,Venipede,Undirected,Poison
Nidorino,Whirlipede,Undirected,Poison
Nidorino,Scolipede,Undirected,Poison
Nidorino,Trubbish,Undirected,Poison
Nidorino,Garbodor,Undirected,Poison
Nidorino,Foongus,Undirected,Poison
Nidorino,Amoonguss,Undirected,Poison
Nidorino,Skrelp,Undirected,Poison
Nidorino,Dragalge,Undirected,Poison
Nidoking,Zubat,Undirected,Poison
Nidoking,Golbat,Undirected,Poison
Nidoking,Oddish,Undirected,Poison
Nidoking,Gloom,Undirected,Poison
Nidoking,Vileplume,Undirected,Poison
Nidoking,Venonat,Undirected,Poison
Nidoking,Venomoth,Undirected,Poison
Nidoking,Bellsprout,Undirected,Poison
Nidoking,Weepinbell,Undirected,Poison
Nidoking,Victreebel,Undirected,Poison
Nidoking,Tentacool,Undirected,Poison
Nidoking,Tentacruel,Undirected,Poison
Nidoking,Grimer,Undirected,Poison
Nidoking,Muk,Undirected,Poison
Nidoking,Gastly,Undirected,Poison
Nidoking,Haunter,Undirected,Poison
Nidoking,Gengar,Undirected,Poison
Nidoking,GengarMega Gengar,Undirected,Poison
Nidoking,Koffing,Undirected,Poison
Nidoking,Weezing,Undirected,Poison
Nidoking,Spinarak,Undirected,Poison
Nidoking,Ariados,Undirected,Poison
Nidoking,Crobat,Undirected,Poison
Nidoking,Qwilfish,Undirected,Poison
Nidoking,Dustox,Undirected,Poison
Nidoking,Roselia,Undirected,Poison
Nidoking,Gulpin,Undirected,Poison
Nidoking,Swalot,Undirected,Poison
Nidoking,Seviper,Undirected,Poison
Nidoking,Budew,Undirected,Poison
Nidoking,Roserade,Undirected,Poison
Nidoking,Stunky,Undirected,Poison
Nidoking,Skuntank,Undirected,Poison
Nidoking,Skorupi,Undirected,Poison
Nidoking,Drapion,Undirected,Poison
Nidoking,Croagunk,Undirected,Poison
Nidoking,Toxicroak,Undirected,Poison
Nidoking,Venipede,Undirected,Poison
Nidoking,Whirlipede,Undirected,Poison
Nidoking,Scolipede,Undirected,Poison
Nidoking,Trubbish,Undirected,Poison
Nidoking,Garbodor,Undirected,Poison
Nidoking,Foongus,Undirected,Poison
Nidoking,Amoonguss,Undirected,Poison
Nidoking,Skrelp,Undirected,Poison
Nidoking,Dragalge,Undirected,Poison
Zubat,Golbat,Undirected,Poison
Zubat,Oddish,Undirected,Poison
Zubat,Gloom,Undirected,Poison
Zubat,Vileplume,Undirected,Poison
Zubat,Venonat,Undirected,Poison
Zubat,Venomoth,Undirected,Poison
Zubat,Bellsprout,Undirected,Poison
Zubat,Weepinbell,Undirected,Poison
Zubat,Victreebel,Undirected,Poison
Zubat,Tentacool,Undirected,Poison
Zubat,Tentacruel,Undirected,Poison
Zubat,Grimer,Undirected,Poison
Zubat,Muk,Undirected,Poison
Zubat,Gastly,Undirected,Poison
Zubat,Haunter,Undirected,Poison
Zubat,Gengar,Undirected,Poison
Zubat,GengarMega Gengar,Undirected,Poison
Zubat,Koffing,Undirected,Poison
Zubat,Weezing,Undirected,Poison
Zubat,Spinarak,Undirected,Poison
Zubat,Ariados,Undirected,Poison
Zubat,Crobat,Undirected,Poison
Zubat,Qwilfish,Undirected,Poison
Zubat,Dustox,Undirected,Poison
Zubat,Roselia,Undirected,Poison
Zubat,Gulpin,Undirected,Poison
Zubat,Swalot,Undirected,Poison
Zubat,Seviper,Undirected,Poison
Zubat,Budew,Undirected,Poison
Zubat,Roserade,Undirected,Poison
Zubat,Stunky,Undirected,Poison
Zubat,Skuntank,Undirected,Poison
Zubat,Skorupi,Undirected,Poison
Zubat,Drapion,Undirected,Poison
Zubat,Croagunk,Undirected,Poison
Zubat,Toxicroak,Undirected,Poison
Zubat,Venipede,Undirected,Poison
Zubat,Whirlipede,Undirected,Poison
Zubat,Scolipede,Undirected,Poison
Zubat,Trubbish,Undirected,Poison
Zubat,Garbodor,Undirected,Poison
Zubat,Foongus,Undirected,Poison
Zubat,Amoonguss,Undirected,Poison
Zubat,Skrelp,Undirected,Poison
Zubat,Dragalge,Undirected,Poison
Golbat,Oddish,Undirected,Poison
Golbat,Gloom,Undirected,Poison
Golbat,Vileplume,Undirected,Poison
Golbat,Venonat,Undirected,Poison
Golbat,Venomoth,Undirected,Poison
Golbat,Bellsprout,Undirected,Poison
Golbat,Weepinbell,Undirected,Poison
Golbat,Victreebel,Undirected,Poison
Golbat,Tentacool,Undirected,Poison
Golbat,Tentacruel,Undirected,Poison
Golbat,Grimer,Undirected,Poison
Golbat,Muk,Undirected,Poison
Golbat,Gastly,Undirected,Poison
Golbat,Haunter,Undirected,Poison
Golbat,Gengar,Undirected,Poison
Golbat,GengarMega Gengar,Undirected,Poison
Golbat,Koffing,Undirected,Poison
Golbat,Weezing,Undirected,Poison
Golbat,Spinarak,Undirected,Poison
Golbat,Ariados,Undirected,Poison
Golbat,Crobat,Undirected,Poison
Golbat,Qwilfish,Undirected,Poison
Golbat,Dustox,Undirected,Poison
Golbat,Roselia,Undirected,Poison
Golbat,Gulpin,Undirected,Poison
Golbat,Swalot,Undirected,Poison
Golbat,Seviper,Undirected,Poison
Golbat,Budew,Undirected,Poison
Golbat,Roserade,Undirected,Poison
Golbat,Stunky,Undirected,Poison
Golbat,Skuntank,Undirected,Poison
Golbat,Skorupi,Undirected,Poison
Golbat,Drapion,Undirected,Poison
Golbat,Croagunk,Undirected,Poison
Golbat,Toxicroak,Undirected,Poison
Golbat,Venipede,Undirected,Poison
Golbat,Whirlipede,Undirected,Poison
Golbat,Scolipede,Undirected,Poison
Golbat,Trubbish,Undirected,Poison
Golbat,Garbodor,Undirected,Poison
Golbat,Foongus,Undirected,Poison
Golbat,Amoonguss,Undirected,Poison
Golbat,Skrelp,Undirected,Poison
Golbat,Dragalge,Undirected,Poison
Oddish,Gloom,Undirected,Poison
Oddish,Vileplume,Undirected,Poison
Oddish,Venonat,Undirected,Poison
Oddish,Venomoth,Undirected,Poison
Oddish,Bellsprout,Undirected,Poison
Oddish,Weepinbell,Undirected,Poison
Oddish,Victreebel,Undirected,Poison
Oddish,Tentacool,Undirected,Poison
Oddish,Tentacruel,Undirected,Poison
Oddish,Grimer,Undirected,Poison
Oddish,Muk,Undirected,Poison
Oddish,Gastly,Undirected,Poison
Oddish,Haunter,Undirected,Poison
Oddish,Gengar,Undirected,Poison
Oddish,GengarMega Gengar,Undirected,Poison
Oddish,Koffing,Undirected,Poison
Oddish,Weezing,Undirected,Poison
Oddish,Spinarak,Undirected,Poison
Oddish,Ariados,Undirected,Poison
Oddish,Crobat,Undirected,Poison
Oddish,Qwilfish,Undirected,Poison
Oddish,Dustox,Undirected,Poison
Oddish,Roselia,Undirected,Poison
Oddish,Gulpin,Undirected,Poison
Oddish,Swalot,Undirected,Poison
Oddish,Seviper,Undirected,Poison
Oddish,Budew,Undirected,Poison
Oddish,Roserade,Undirected,Poison
Oddish,Stunky,Undirected,Poison
Oddish,Skuntank,Undirected,Poison
Oddish,Skorupi,Undirected,Poison
Oddish,Drapion,Undirected,Poison
Oddish,Croagunk,Undirected,Poison
Oddish,Toxicroak,Undirected,Poison
Oddish,Venipede,Undirected,Poison
Oddish,Whirlipede,Undirected,Poison
Oddish,Scolipede,Undirected,Poison
Oddish,Trubbish,Undirected,Poison
Oddish,Garbodor,Undirected,Poison
Oddish,Foongus,Undirected,Poison
Oddish,Amoonguss,Undirected,Poison
Oddish,Skrelp,Undirected,Poison
Oddish,Dragalge,Undirected,Poison
Gloom,Vileplume,Undirected,Poison
Gloom,Venonat,Undirected,Poison
Gloom,Venomoth,Undirected,Poison
Gloom,Bellsprout,Undirected,Poison
Gloom,Weepinbell,Undirected,Poison
Gloom,Victreebel,Undirected,Poison
Gloom,Tentacool,Undirected,Poison
Gloom,Tentacruel,Undirected,Poison
Gloom,Grimer,Undirected,Poison
Gloom,Muk,Undirected,Poison
Gloom,Gastly,Undirected,Poison
Gloom,Haunter,Undirected,Poison
Gloom,Gengar,Undirected,Poison
Gloom,GengarMega Gengar,Undirected,Poison
Gloom,Koffing,Undirected,Poison
Gloom,Weezing,Undirected,Poison
